cluster_main_word,coref_word,cosine_simil,cluster_words_pos,joke,id_joke,semantic_shift_word,automatic_semantic_shift_joke,primechanye
a newly ordained priest,the ou nger priest,tensor(0.6260),"[[3, 6], [21, 21], [25, 25], [72, 74], [82, 82], [108, 111], [131, 131], [137, 137]]","[CLS] a newly ordained priest is nervous about hearing confessions and asks an older priest to observe one of his sessions to give him some tips . after a few minutes of listening , the old priest suggests that they have a word . iv ' e got a few suggestions , he says . try folding your arms over your chest and rub your chin with one hand . the new priest tries this . very good , says his senior . now try sai ng things like ' i see ' , ' i understand ' and ' yes , go on . ' the ou nger priest pr act ises these saying s , too . well done , says the older priest . do not you think that better than slapping your knee and saying , ' no way ! what happened next ? ' [SEP]",163,yes,yes,"связь  косвенная, надо сопоставлять куски текста"
a newly ordained priest,you,tensor(0.3082),"[[3, 6], [21, 21], [25, 25], [72, 74], [82, 82], [108, 111], [131, 131], [137, 137]]","[CLS] a newly ordained priest is nervous about hearing confessions and asks an older priest to observe one of his sessions to give him some tips . after a few minutes of listening , the old priest suggests that they have a word . iv ' e got a few suggestions , he says . try folding your arms over your chest and rub your chin with one hand . the new priest tries this . very good , says his senior . now try sai ng things like ' i see ' , ' i understand ' and ' yes , go on . ' the ou nger priest pr act ises these saying s , too . well done , says the older priest . do not you think that better than slapping your knee and saying , ' no way ! what happened next ? ' [SEP]",163,no,yes,
a newly ordained priest,your,tensor(0.4014),"[[3, 6], [21, 21], [25, 25], [72, 74], [82, 82], [108, 111], [131, 131], [137, 137]]","[CLS] a newly ordained priest is nervous about hearing confessions and asks an older priest to observe one of his sessions to give him some tips . after a few minutes of listening , the old priest suggests that they have a word . iv ' e got a few suggestions , he says . try folding your arms over your chest and rub your chin with one hand . the new priest tries this . very good , says his senior . now try sai ng things like ' i see ' , ' i understand ' and ' yes , go on . ' the ou nger priest pr act ises these saying s , too . well done , says the older priest . do not you think that better than slapping your knee and saying , ' no way ! what happened next ? ' [SEP]",163,no,yes,
an older priest,the old priest,tensor(0.7524),"[[14, 16], [36, 38], [54, 54], [125, 127]]","[CLS] a newly ordained priest is nervous about hearing confessions and asks an older priest to observe one of his sessions to give him some tips . after a few minutes of listening , the old priest suggests that they have a word . iv ' e got a few suggestions , he says . try folding your arms over your chest and rub your chin with one hand . the new priest tries this . very good , says his senior . now try sai ng things like ' i see ' , ' i understand ' and ' yes , go on . ' the ou nger priest pr act ises these saying s , too . well done , says the older priest . do not you think that better than slapping your knee and saying , ' no way ! what happened next ? ' [SEP]",163,no,yes,
an older priest,he,tensor(0.3814),"[[14, 16], [36, 38], [54, 54], [125, 127]]","[CLS] a newly ordained priest is nervous about hearing confessions and asks an older priest to observe one of his sessions to give him some tips . after a few minutes of listening , the old priest suggests that they have a word . iv ' e got a few suggestions , he says . try folding your arms over your chest and rub your chin with one hand . the new priest tries this . very good , says his senior . now try sai ng things like ' i see ' , ' i understand ' and ' yes , go on . ' the ou nger priest pr act ises these saying s , too . well done , says the older priest . do not you think that better than slapping your knee and saying , ' no way ! what happened next ? ' [SEP]",163,no,yes,
an older priest,the older priest,tensor(0.5886),"[[14, 16], [36, 38], [54, 54], [125, 127]]","[CLS] a newly ordained priest is nervous about hearing confessions and asks an older priest to observe one of his sessions to give him some tips . after a few minutes of listening , the old priest suggests that they have a word . iv ' e got a few suggestions , he says . try folding your arms over your chest and rub your chin with one hand . the new priest tries this . very good , says his senior . now try sai ng things like ' i see ' , ' i understand ' and ' yes , go on . ' the ou nger priest pr act ises these saying s , too . well done , says the older priest . do not you think that better than slapping your knee and saying , ' no way ! what happened next ? ' [SEP]",163,yes,yes,
i,i,tensor(0.9154),"[[92, 92], [97, 97]]","[CLS] a newly ordained priest is nervous about hearing confessions and asks an older priest to observe one of his sessions to give him some tips . after a few minutes of listening , the old priest suggests that they have a word . iv ' e got a few suggestions , he says . try folding your arms over your chest and rub your chin with one hand . the new priest tries this . very good , says his senior . now try sai ng things like ' i see ' , ' i understand ' and ' yes , go on . ' the ou nger priest pr act ises these saying s , too . well done , says the older priest . do not you think that better than slapping your knee and saying , ' no way ! what happened next ? ' [SEP]",163,yes,yes,
try,that,tensor(0.3494),"[[86, 86], [133, 133]]","[CLS] a newly ordained priest is nervous about hearing confessions and asks an older priest to observe one of his sessions to give him some tips . after a few minutes of listening , the old priest suggests that they have a word . iv ' e got a few suggestions , he says . try folding your arms over your chest and rub your chin with one hand . the new priest tries this . very good , says his senior . now try sai ng things like ' i see ' , ' i understand ' and ' yes , go on . ' the ou nger priest pr act ises these saying s , too . well done , says the older priest . do not you think that better than slapping your knee and saying , ' no way ! what happened next ? ' [SEP]",163,yes,yes,
man,he,tensor(0.3507),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,his,tensor(0.3741),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,he,tensor(0.2593),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,the man,tensor(0.4337),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,his,tensor(0.2761),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,the man,tensor(0.4145),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,him,tensor(0.5369),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,the man,tensor(0.4895),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,the man,tensor(0.4131),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,the man,tensor(0.3418),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
man,my,tensor(0.2402),"[[3, 3], [14, 14], [16, 16], [18, 18], [42, 43], [46, 46], [60, 61], [76, 76], [85, 86], [93, 94], [107, 108], [112, 112]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
the doctor,the doctor,tensor(0.5487),"[[6, 7], [26, 27], [57, 58], [63, 63], [89, 90]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
the doctor,the doctor,tensor(0.5542),"[[6, 7], [26, 27], [57, 58], [63, 63], [89, 90]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
the doctor,he,tensor(0.4333),"[[6, 7], [26, 27], [57, 58], [63, 63], [89, 90]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
the doctor,the doctor,tensor(0.6167),"[[6, 7], [26, 27], [57, 58], [63, 63], [89, 90]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
ex cr uc iating pain,it,tensor(0.4961),"[[20, 24], [29, 29], [34, 34], [72, 73]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
ex cr uc iating pain,it,tensor(0.3875),"[[20, 24], [29, 29], [34, 34], [72, 73]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
ex cr uc iating pain,the pain,tensor(0.4519),"[[20, 24], [29, 29], [34, 34], [72, 73]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
a specialist,the specialist,tensor(0.2834),"[[78, 79], [96, 97], [110, 110]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,no,yes,
a specialist,he,tensor(0.2635),"[[78, 79], [96, 97], [110, 110]]","[CLS] man goes to the doctor and complain s that every time he touches his foot he feels ex cr uc iating pain . the doctor writes it down and asks if it hurts anywhere else . to demonstrate , the man also touches his shin and thigh and screams out with pain . although the doctor examines the man , he can not dia gno se the source of the pain and refers him to a specialist . a few weeks later the man returns and the doctor eagerly asks the man if the specialist found out what was wrong . yes , said the man . he discovered my finger was broken ! [SEP]",164,yes,yes,"связь  косвенная, надо сопоставлять куски текста, нужен синтакс разбор"
god,god,tensor(0.0499),"[[11, 11], [13, 13], [18, 18]]",[CLS] what is the difference between a doctor and god ? god doesn ' t think he is a doctor ! [SEP],166,no,yes,
god,he,tensor(0.3827),"[[11, 11], [13, 13], [18, 18]]",[CLS] what is the difference between a doctor and god ? god doesn ' t think he is a doctor ! [SEP],166,yes,yes,"связь  косвенная, надо сопоставлять куски текста, нужен синтакс разбор"
the english policeman,he,tensor(0.5645),"[[5, 7], [10, 10], [15, 15]]",[CLS] what did the english policeman say when he came home and found his wife in bed with three men ? ' el lo . ' el lo . ' el lo ! [SEP],168,no,no,
the english policeman,his,tensor(0.4442),"[[5, 7], [10, 10], [15, 15]]",[CLS] what did the english policeman say when he came home and found his wife in bed with three men ? ' el lo . ' el lo . ' el lo ! [SEP],168,no,no,
el lo .,el lo .,tensor(0.9300),"[[24, 26], [28, 30], [32, 34]]",[CLS] what did the english policeman say when he came home and found his wife in bed with three men ? ' el lo . ' el lo . ' el lo ! [SEP],168,no,no,нужен синтакс разбор + онтология. Обсудить шутку.
a plane,it,tensor(0.6527),"[[8, 9], [11, 11]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
man,he,tensor(0.4274),"[[3, 3], [18, 18], [25, 25], [50, 51], [61, 61]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
man,him,tensor(0.4112),"[[3, 3], [18, 18], [25, 25], [50, 51], [61, 61]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
man,the man,tensor(0.4281),"[[3, 3], [18, 18], [25, 25], [50, 51], [61, 61]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
man,you,tensor(0.3558),"[[3, 3], [18, 18], [25, 25], [50, 51], [61, 61]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,языковая игра
that island down there,it,tensor(0.4721),"[[29, 32], [35, 35]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
the lady next to him,the woman,tensor(0.5162),"[[21, 25], [43, 44], [55, 55], [57, 58], [65, 65]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
the lady next to him,you,tensor(0.5222),"[[21, 25], [43, 44], [55, 55], [57, 58], [65, 65]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
the lady next to him,the woman,tensor(0.5518),"[[21, 25], [43, 44], [55, 55], [57, 58], [65, 65]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
the lady next to him,me,tensor(-0.0297),"[[21, 25], [43, 44], [55, 55], [57, 58], [65, 65]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
ha va ii,ha va ii,tensor(0.8119),"[[39, 41], [46, 48]]",[CLS] man is looking down from a plane as it flies over the pacific ocean . he turns to the lady next to him and asks : that island down there . is it pronounced hawaii or ha va ii ? the woman replies ha va ii . the man says : thank you . the woman replies : you are ve lco me ! [SEP],169,no,no,
the road,the road,tensor(0.8853),"[[11, 12], [26, 27], [47, 48], [65, 66]]",[CLS] why did the ' po ss um cross the road ? to get half - way across . why did the chicken cross the road ? to show the ' po ss um it could be done . why did the anarchist monkey cross the road ? he was staple d to the chicken . why didn ' t the skeleton cross the road ? no guts . [SEP],170,no,no,
the road,the road,tensor(0.6626),"[[11, 12], [26, 27], [47, 48], [65, 66]]",[CLS] why did the ' po ss um cross the road ? to get half - way across . why did the chicken cross the road ? to show the ' po ss um it could be done . why did the anarchist monkey cross the road ? he was staple d to the chicken . why didn ' t the skeleton cross the road ? no guts . [SEP],170,no,no,
the road,the road,tensor(0.6284),"[[11, 12], [26, 27], [47, 48], [65, 66]]",[CLS] why did the ' po ss um cross the road ? to get half - way across . why did the chicken cross the road ? to show the ' po ss um it could be done . why did the anarchist monkey cross the road ? he was staple d to the chicken . why didn ' t the skeleton cross the road ? no guts . [SEP],170,no,no,?????? доразобрать с инетом
the ' po ss,the ' po ss,tensor(0.8446),"[[5, 8], [31, 34]]",[CLS] why did the ' po ss um cross the road ? to get half - way across . why did the chicken cross the road ? to show the ' po ss um it could be done . why did the anarchist monkey cross the road ? he was staple d to the chicken . why didn ' t the skeleton cross the road ? no guts . [SEP],170,no,no,
the anarchist monkey,he,tensor(0.3852),"[[43, 45], [50, 50]]",[CLS] why did the ' po ss um cross the road ? to get half - way across . why did the chicken cross the road ? to show the ' po ss um it could be done . why did the anarchist monkey cross the road ? he was staple d to the chicken . why didn ' t the skeleton cross the road ? no guts . [SEP],170,no,no,
the chicken,the chicken,tensor(0.3606),"[[23, 24], [55, 56]]",[CLS] why did the ' po ss um cross the road ? to get half - way across . why did the chicken cross the road ? to show the ' po ss um it could be done . why did the anarchist monkey cross the road ? he was staple d to the chicken . why didn ' t the skeleton cross the road ? no guts . [SEP],170,no,no,
the mai tre d ' hotel,you,tensor(0.3111),"[[12, 17], [20, 20], [32, 32]]","[CLS] a man walks into a restaurant and growls at the mai tre d ' hotel , do you serve crabs here ? the mai tre d ' hotel responds we serve anyone . have a seat sir . [SEP]",171,no,yes,
the mai tre d ' hotel,we,tensor(0.3197),"[[12, 17], [20, 20], [32, 32]]","[CLS] a man walks into a restaurant and growls at the mai tre d ' hotel , do you serve crabs here ? the mai tre d ' hotel responds we serve anyone . have a seat sir . [SEP]",171,no,yes,
a man,sir,tensor(-0.0264),"[[3, 4], [39, 39]]","[CLS] a man walks into a restaurant and growls at the mai tre d ' hotel , do you serve crabs here ? the mai tre d ' hotel responds we serve anyone . have a seat sir . [SEP]",171,yes,yes,"связь  косвенная, надо сопоставлять куски текста"
jonny,he,tensor(0.3830),"[[8, 8], [12, 12], [21, 21], [43, 43], [45, 45]]","[CLS] in a third grade class jonny was asked if he knew what a can ni bal was . he said to the teacher no sir well , if you ate your parents what would you be ? jonny teacher asked him and jonny said an or ph en , sir . [SEP]",172,no,no,
jonny,he,tensor(0.4977),"[[8, 8], [12, 12], [21, 21], [43, 43], [45, 45]]","[CLS] in a third grade class jonny was asked if he knew what a can ni bal was . he said to the teacher no sir well , if you ate your parents what would you be ? jonny teacher asked him and jonny said an or ph en , sir . [SEP]",172,no,no,
jonny,him,tensor(0.1904),"[[8, 8], [12, 12], [21, 21], [43, 43], [45, 45]]","[CLS] in a third grade class jonny was asked if he knew what a can ni bal was . he said to the teacher no sir well , if you ate your parents what would you be ? jonny teacher asked him and jonny said an or ph en , sir . [SEP]",172,no,no,нужен синтакс разбор
jonny,jonny,tensor(0.3677),"[[8, 8], [12, 12], [21, 21], [43, 43], [45, 45]]","[CLS] in a third grade class jonny was asked if he knew what a can ni bal was . he said to the teacher no sir well , if you ate your parents what would you be ? jonny teacher asked him and jonny said an or ph en , sir . [SEP]",172,no,no,
the teacher,jonny teacher,tensor(0.4984),"[[24, 25], [40, 41], [52, 52]]","[CLS] in a third grade class jonny was asked if he knew what a can ni bal was . he said to the teacher no sir well , if you ate your parents what would you be ? jonny teacher asked him and jonny said an or ph en , sir . [SEP]",172,no,no,
the teacher,sir,tensor(-0.0240),"[[24, 25], [40, 41], [52, 52]]","[CLS] in a third grade class jonny was asked if he knew what a can ni bal was . he said to the teacher no sir well , if you ate your parents what would you be ? jonny teacher asked him and jonny said an or ph en , sir . [SEP]",172,no,no,
the rooster who stayed awake all night so that he could see where the sun went,he,tensor(0.7802),"[[7, 22], [16, 16], [28, 28]]",[CLS] did you hear about the rooster who stayed awake all night so that he could see where the sun went ? it finally dawned on him . [SEP],173,no,no,"надо сопоставлять куски текста, нужен синтакс разбор, без этого сдвиг отследить не получится."
the rooster who stayed awake all night so that he could see where the sun went,him,tensor(-0.0450),"[[7, 22], [16, 16], [28, 28]]",[CLS] did you hear about the rooster who stayed awake all night so that he could see where the sun went ? it finally dawned on him . [SEP],173,no,no,
the monks,they,tensor(0.5659),"[[3, 4], [16, 16], [27, 27], [44, 44]]",[CLS] the monks were busy in the monastery copying those beautiful illuminated manuscripts that they used to do when one young monk suggested that since they were copying copies perhaps it might be timely to examine the original to make sure that their copies were correct . the abbot agreed and sent the monk down into the basement of the monastery to find and examine the original . the young monk was away for some time and finally the abbot went to find him . when he did he found him min tears and asked him what was wrong . through his tears the monk blurted out the word was celebrate ! [SEP],174,no,no,
the monks,they,tensor(0.4852),"[[3, 4], [16, 16], [27, 27], [44, 44]]",[CLS] the monks were busy in the monastery copying those beautiful illuminated manuscripts that they used to do when one young monk suggested that since they were copying copies perhaps it might be timely to examine the original to make sure that their copies were correct . the abbot agreed and sent the monk down into the basement of the monastery to find and examine the original . the young monk was away for some time and finally the abbot went to find him . when he did he found him min tears and asked him what was wrong . through his tears the monk blurted out the word was celebrate ! [SEP],174,no,no,
the monks,their,tensor(0.4738),"[[3, 4], [16, 16], [27, 27], [44, 44]]",[CLS] the monks were busy in the monastery copying those beautiful illuminated manuscripts that they used to do when one young monk suggested that since they were copying copies perhaps it might be timely to examine the original to make sure that their copies were correct . the abbot agreed and sent the monk down into the basement of the monastery to find and examine the original . the young monk was away for some time and finally the abbot went to find him . when he did he found him min tears and asked him what was wrong . through his tears the monk blurted out the word was celebrate ! [SEP],174,no,no,
copies,their copies,tensor(0.3800),"[[30, 30], [44, 45]]",[CLS] the monks were busy in the monastery copying those beautiful illuminated manuscripts that they used to do when one young monk suggested that since they were copying copies perhaps it might be timely to examine the original to make sure that their copies were correct . the abbot agreed and sent the monk down into the basement of the monastery to find and examine the original . the young monk was away for some time and finally the abbot went to find him . when he did he found him min tears and asked him what was wrong . through his tears the monk blurted out the word was celebrate ! [SEP],174,no,no,
one young monk,the monk,tensor(0.4295),"[[21, 23], [54, 55], [70, 72], [85, 85], [92, 92], [97, 97], [103, 103], [105, 106]]",[CLS] the monks were busy in the monastery copying those beautiful illuminated manuscripts that they used to do when one young monk suggested that since they were copying copies perhaps it might be timely to examine the original to make sure that their copies were correct . the abbot agreed and sent the monk down into the basement of the monastery to find and examine the original . the young monk was away for some time and finally the abbot went to find him . when he did he found him min tears and asked him what was wrong . through his tears the monk blurted out the word was celebrate ! [SEP],174,no,no,
one young monk,the young monk,tensor(0.5557),"[[21, 23], [54, 55], [70, 72], [85, 85], [92, 92], [97, 97], [103, 103], [105, 106]]",[CLS] the monks were busy in the monastery copying those beautiful illuminated manuscripts that they used to do when one young monk suggested that since they were copying copies perhaps it might be timely to examine the original to make sure that their copies were correct . the abbot agreed and sent the monk down into the basement of the monastery to find and examine the original . the young monk was away for some time and finally the abbot went to find him . when he did he found him min tears and asked him what was wrong . through his tears the monk blurted out the word was celebrate ! [SEP],174,no,no,
one young monk,him,tensor(0.3983),"[[21, 23], [54, 55], [70, 72], [85, 85], [92, 92], [97, 97], [103, 103], [105, 106]]",[CLS] the monks were busy in the monastery copying those beautiful illuminated manuscripts that they used to do when one young monk suggested that since they were copying copies perhaps it might be timely to examine the original to make sure that their copies were correct . the abbot agreed and sent the monk down into the basement of the monastery to find and examine the original . the young monk was away for some time and finally the abbot went to find him . when he did he found him min tears and asked him what was wrong . through his tears the monk blurted out the word was celebrate ! [SEP],174,no,no,
